ReportingArea,MMWR Year,MMWR Week,"Tuberculosis, Current week","Tuberculosis, Current week, flag","Tuberculosis, Previous 52 weeks Max†","Tuberculosis, Previous 52 weeks Max†, flag","Tuberculosis, Cum 2020†","Tuberculosis, Cum 2020†, flag","Tuberculosis, Cum 2019†","Tuberculosis, Cum 2019†, flag","Tularemia, Current week","Tularemia, Current week, flag","Tularemia, Previous 52 weeks Max†","Tularemia, Previous 52 weeks Max†, flag","Tularemia, Cum 2020†","Tularemia, Cum 2020†, flag","Tularemia, Cum 2019†","Tularemia, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
SOUTH ATLANTIC,2020,38,10,,90,,758,,1004,,,-,1,,2,,7,,,SOUTH ATLANTIC,20203828,
PENNSYLVANIA,2020,38,3,,8,,102,,139,,,-,1,,,-,1,,PENNSYLVANIA,,20203813,POINT (-77.838886 40.896694)
UTAH,2020,38,,-,3,,18,,19,,,-,0,,,-,,-,UTAH,,20203855,POINT (-111.678222 39.323779)
COLORADO,2020,38,,-,6,,26,,42,,,-,0,,,-,6,,COLORADO,,20203850,POINT (-105.547832 38.998552)
VERMONT,2020,38,,-,1,,,-,3,,,-,0,,,-,,-,VERMONT,,20203808,POINT (-72.662695 44.075252)
KENTUCKY,2020,38,1,,7,,45,,51,,,-,2,,1,,8,,KENTUCKY,,20203840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,38,,-,4,,21,,27,,,-,0,,,-,,-,PUERTO RICO,,20203867,POINT (-66.414655 18.215692)
MAINE,2020,38,1,,3,,12,,14,,,-,1,,,-,,-,MAINE,,20203804,POINT (-69.06137 45.117911)
VIRGINIA,2020,38,2,,28,,97,,102,,,-,1,,1,,3,,VIRGINIA,,20203836,POINT (-78.666382 37.510861)
ARIZONA,2020,38,,-,6,,,-,133,,,-,1,,1,,3,,ARIZONA,,20203849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,38,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20203864,
WISCONSIN,2020,38,,-,4,,25,,33,,,-,1,,1,,3,,WISCONSIN,,20203819,POINT (-89.732969 44.639954)
IDAHO,2020,38,,-,2,,8,,6,,,-,0,,,-,,-,IDAHO,,20203851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,38,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203868,POINT (-64.840836 18.060868)
MICHIGAN,2020,38,,-,5,,,-,94,,,-,0,,,-,1,,MICHIGAN,,20203817,POINT (-85.730977 44.874798)
GEORGIA,2020,38,,-,26,,132,,200,,,-,1,,,-,,-,GEORGIA,,20203832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,38,5,,18,,295,,377,,,-,0,,,-,,-,,NEW YORK CITY,20203812,
ARKANSAS,2020,38,,-,4,,42,,52,,,-,5,,7,,62,,ARKANSAS,,20203844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,38,,-,4,,23,,47,,,-,0,,,-,1,,MISSISSIPPI,,20203841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,38,,-,2,,14,,13,,,-,0,,,-,16,,SOUTH DAKOTA,,20203827,POINT (-100.230491 44.43614)
WYOMING,2020,38,,-,0,,,-,1,,,-,1,,2,,1,,WYOMING,,20203856,POINT (-107.55145 42.999627)
MISSOURI,2020,38,,-,4,,42,,41,,,-,2,,15,,20,,MISSOURI,,20203824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,38,16,,62,,615,,873,,,-,1,,2,,3,,,MIDDLE ATLANTIC,20203809,
CALIFORNIA,2020,38,5,,72,,928,,1468,,,-,1,,1,,4,,CALIFORNIA,,20203859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,38,,-,1,,8,,9,,,-,0,,,-,,-,WEST VIRGINIA,,20203837,POINT (-80.613729 38.642579)
FLORIDA,2020,38,1,,17,,278,,411,,,-,0,,,-,,-,FLORIDA,,20203831,POINT (-82.420978 28.260731)
MONTANA,2020,38,,-,1,,,-,1,,,-,1,,1,,2,,MONTANA,,20203852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,38,,-,33,,174,,228,,,-,3,,25,,68,,,WEST NORTH CENTRAL,20203820,
MASSACHUSETTS,2020,38,2,,7,,70,,138,,,-,1,,4,,4,,MASSACHUSETTS,,20203805,POINT (-71.481104 42.151077)
MOUNTAIN,2020,38,,-,12,,101,,275,,,-,1,,5,,14,,,MOUNTAIN,20203848,
INDIANA,2020,38,1,,5,,69,,80,,,-,1,,1,,,-,INDIANA,,20203816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,38,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203869,
US TERRITORIES,2020,38,1,,7,,79,,120,,,-,0,,,-,,-,,US TERRITORIES,20203863,
SOUTH ATLANTIC,2020,45,8,,90,,901,,1210,,,-,1,,2,,9,,,SOUTH ATLANTIC,20204528,
TOTAL,2020,39,45,,294,,4318,,6462,,,-,10,,58,,210,,,TOTAL,20203970,
US RESIDENTS,2020,39,45,,291,,4239,,6340,,,-,10,,58,,210,,,US RESIDENTS,20203901,
NEW HAMPSHIRE,2020,39,,-,2,,7,,6,,,-,0,,,-,1,,NEW HAMPSHIRE,,20203906,POINT (-71.57139 43.680429)
NEW YORK,2020,39,2,,15,,114,,128,,,-,1,,1,,,-,NEW YORK,,20203911,POINT (-75.59655 42.921241)
PACIFIC,2020,39,11,,79,,1243,,1840,,,-,4,,5,,5,,,PACIFIC,20203957,
WEST SOUTH CENTRAL,2020,39,3,,42,,663,,1018,,,-,6,,8,,85,,,WEST SOUTH CENTRAL,20203943,
NEBRASKA,2020,39,,-,2,,19,,11,,,-,1,,4,,15,,NEBRASKA,,20203925,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,39,6,,14,,208,,251,,,-,3,,4,,17,,,EAST SOUTH CENTRAL,20203938,
TOTAL,2020,45,41,,294,,4966,,7524,,,-,5,,68,,245,,,TOTAL,20204570,
PACIFIC,2020,45,1,,78,,1397,,2134,,,-,4,,7,,5,,,PACIFIC,20204557,
WEST SOUTH CENTRAL,2020,45,3,,42,,734,,1175,,,-,5,,9,,103,,,WEST SOUTH CENTRAL,20204543,
EAST SOUTH CENTRAL,2020,45,5,,15,,247,,298,,,-,3,,5,,21,,,EAST SOUTH CENTRAL,20204538,
NORTH DAKOTA,2020,39,,-,2,,9,,12,,,-,2,,2,,5,,NORTH DAKOTA,,20203926,POINT (-100.46931 47.446305)
NEVADA,2020,39,1,,4,,35,,41,,,-,0,,,-,,-,NEVADA,,20203953,POINT (-114.916992 39.283294)
ILLINOIS,2020,39,,-,54,,126,,238,,,-,1,,1,,,-,ILLINOIS,,20203915,POINT (-89.148632 40.124144)
IOWA,2020,39,,-,3,,27,,34,,,-,1,,1,,2,,IOWA,,20203921,POINT (-93.500061 42.074659)
TEXAS,2020,39,1,,32,,511,,857,,,-,0,,,-,,-,TEXAS,,20203947,POINT (-99.317341 31.447238)
ALASKA,2020,39,,-,6,,42,,37,,,-,0,,,-,,-,ALASKA,,20203958,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,39,,-,3,,13,,17,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20203930,POINT (-77.016275 38.904785)
WASHINGTON,2020,39,,-,10,,107,,172,,,-,4,,3,,,-,WASHINGTON,,20203962,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,39,1,,9,,138,,221,,,-,1,,4,,5,,,NEW ENGLAND,20203902,
RHODE ISLAND,2020,39,,-,2,,7,,10,,,-,0,,,-,,-,RHODE ISLAND,,20203907,POINT (-71.534637 41.572574)
OREGON,2020,39,3,,5,,49,,50,,,-,1,,1,,1,,OREGON,,20203961,POINT (-120.605279 43.940449)
DELAWARE,2020,39,,-,1,,7,,15,,,-,1,,1,,,-,DELAWARE,,20203929,POINT (-75.452394 38.994926)
ALABAMA,2020,39,,-,6,,45,,63,,,-,1,,,-,4,,ALABAMA,,20203939,POINT (-86.844516 32.756889)
KANSAS,2020,39,,-,8,,,-,24,,,-,1,,3,,10,,KANSAS,,20203922,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,39,1,,29,,107,,87,,,-,0,,,-,3,,NORTH CAROLINA,,20203934,POINT (-79.130883 35.52603)
GUAM,2020,39,,-,4,,44,,53,,,-,0,,,-,,-,GUAM,,20203966,POINT (144.653198 13.3532)
NEW JERSEY,2020,39,2,,38,,109,,240,,,-,1,,1,,2,,NEW JERSEY,,20203910,POINT (-74.655514 40.110253)
NEW MEXICO,2020,39,,-,3,,17,,32,,,-,1,,1,,2,,NEW MEXICO,,20203954,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,39,2,,62,,291,,558,,,-,1,,3,,4,,,EAST NORTH CENTRAL,20203914,
TENNESSEE,2020,39,3,,6,,92,,85,,,-,2,,,-,4,,TENNESSEE,,20203942,POINT (-86.343226 35.842998)
CONNECTICUT,2020,39,,-,4,,39,,49,,,-,0,,,-,,-,CONNECTICUT,,20203903,POINT (-72.738288 41.575155)
MARYLAND,2020,39,3,,15,,93,,127,,,-,1,,,-,1,,MARYLAND,,20203933,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,39,,-,11,,34,,45,,,-,0,,,-,,-,SOUTH CAROLINA,,20203935,POINT (-80.864614 33.878572)
OKLAHOMA,2020,39,,-,4,,43,,49,,,-,5,,1,,14,,OKLAHOMA,,20203946,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,39,,-,3,,12,,41,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20203965,POINT (145.725693 15.1834)
OHIO,2020,39,,-,19,,69,,105,,,-,0,,,-,,-,OHIO,,20203918,POINT (-82.70936 40.415534)
MINNESOTA,2020,39,2,,27,,67,,95,,,-,0,,,-,1,,MINNESOTA,,20203923,POINT (-94.198308 46.349153)
LOUISIANA,2020,39,2,,7,,67,,59,,,-,0,,,-,,-,LOUISIANA,,20203945,POINT (-91.840238 30.921314)
HAWAII,2020,39,,-,5,,65,,75,,,-,0,,,-,,-,HAWAII,,20203960,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,39,6,,90,,783,,1044,,,-,1,,2,,7,,,SOUTH ATLANTIC,20203928,
PENNSYLVANIA,2020,39,1,,8,,103,,143,,,-,1,,,-,1,,PENNSYLVANIA,,20203913,POINT (-77.838886 40.896694)
UTAH,2020,39,,-,3,,18,,19,,,-,0,,,-,,-,UTAH,,20203955,POINT (-111.678222 39.323779)
COLORADO,2020,39,,-,6,,26,,42,,,-,0,,,-,6,,COLORADO,,20203950,POINT (-105.547832 38.998552)
VERMONT,2020,39,,-,1,,,-,3,,,-,0,,,-,,-,VERMONT,,20203908,POINT (-72.662695 44.075252)
KENTUCKY,2020,39,3,,7,,48,,52,,,-,2,,4,,8,,KENTUCKY,,20203940,POINT (-85.290484 37.526683)
PUERTO RICO,2020,39,,-,4,,21,,27,,,-,0,,,-,,-,PUERTO RICO,,20203967,POINT (-66.414655 18.215692)
MAINE,2020,39,,-,3,,13,,15,,,-,1,,,-,,-,MAINE,,20203904,POINT (-69.06137 45.117911)
VIRGINIA,2020,39,,-,28,,97,,110,,,-,1,,1,,3,,VIRGINIA,,20203936,POINT (-78.666382 37.510861)
ARIZONA,2020,39,,-,6,,,-,135,,,-,1,,1,,3,,ARIZONA,,20203949,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,39,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20203964,
WISCONSIN,2020,39,,-,4,,25,,35,,,-,1,,1,,3,,WISCONSIN,,20203919,POINT (-89.732969 44.639954)
IDAHO,2020,39,,-,2,,9,,6,,,-,0,,,-,,-,IDAHO,,20203951,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,39,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20203968,POINT (-64.840836 18.060868)
MICHIGAN,2020,39,,-,5,,,-,96,,,-,0,,,-,1,,MICHIGAN,,20203917,POINT (-85.730977 44.874798)
GEORGIA,2020,39,,-,26,,137,,206,,,-,1,,,-,,-,GEORGIA,,20203932,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,39,8,,18,,303,,389,,,-,0,,,-,,-,,NEW YORK CITY,20203912,
ARKANSAS,2020,39,,-,4,,42,,53,,,-,5,,7,,71,,ARKANSAS,,20203944,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,39,,-,4,,23,,51,,,-,0,,,-,1,,MISSISSIPPI,,20203941,POINT (-89.65344 32.713378)
US RESIDENTS,2020,45,39,,291,,4881,,7379,,,-,5,,68,,245,,,US RESIDENTS,20204501,
SOUTH DAKOTA,2020,39,,-,2,,14,,13,,,-,1,,,-,16,,SOUTH DAKOTA,,20203927,POINT (-100.230491 44.43614)
WYOMING,2020,39,,-,0,,,-,1,,,-,1,,2,,1,,WYOMING,,20203956,POINT (-107.55145 42.999627)
MISSOURI,2020,39,,-,4,,43,,42,,,-,2,,15,,21,,MISSOURI,,20203924,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,39,13,,62,,629,,900,,,-,1,,2,,3,,,MIDDLE ATLANTIC,20203909,
CALIFORNIA,2020,39,8,,72,,980,,1506,,,-,1,,1,,4,,CALIFORNIA,,20203959,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,39,,-,1,,8,,9,,,-,0,,,-,,-,WEST VIRGINIA,,20203937,POINT (-80.613729 38.642579)
FLORIDA,2020,39,2,,17,,287,,428,,,-,0,,,-,,-,FLORIDA,,20203931,POINT (-82.420978 28.260731)
MONTANA,2020,39,,-,1,,,-,1,,,-,1,,1,,2,,MONTANA,,20203952,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,39,2,,33,,179,,231,,,-,3,,25,,70,,,WEST NORTH CENTRAL,20203920,
MASSACHUSETTS,2020,39,1,,7,,72,,138,,,-,1,,4,,4,,MASSACHUSETTS,,20203905,POINT (-71.481104 42.151077)
MOUNTAIN,2020,39,1,,12,,105,,277,,,-,1,,5,,14,,,MOUNTAIN,20203948,
INDIANA,2020,39,2,,5,,71,,84,,,-,1,,1,,,-,INDIANA,,20203916,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,39,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20203969,
US TERRITORIES,2020,39,,-,7,,79,,122,,,-,0,,,-,,-,,US TERRITORIES,20203963,
NEW HAMPSHIRE,2020,45,,-,2,,7,,7,,,-,0,,,-,1,,NEW HAMPSHIRE,,20204506,POINT (-71.57139 43.680429)
NEW YORK,2020,45,5,,15,,135,,150,,,-,1,,1,,3,,NEW YORK,,20204511,POINT (-75.59655 42.921241)
NEBRASKA,2020,45,,-,2,,19,,13,,,-,1,,5,,18,,NEBRASKA,,20204525,POINT (-99.810595 41.527099)
NORTH DAKOTA,2020,45,,-,2,,9,,16,,,-,2,,2,,5,,NORTH DAKOTA,,20204526,POINT (-100.46931 47.446305)
NEVADA,2020,45,,-,3,,52,,48,,,-,0,,,-,,-,NEVADA,,20204553,POINT (-114.916992 39.283294)
ILLINOIS,2020,45,,-,54,,160,,272,,,-,1,,1,,,-,ILLINOIS,,20204515,POINT (-89.148632 40.124144)
IOWA,2020,45,,-,3,,30,,45,,,-,1,,1,,3,,IOWA,,20204521,POINT (-93.500061 42.074659)
TEXAS,2020,45,,-,32,,556,,991,,,-,0,,,-,,-,TEXAS,,20204547,POINT (-99.317341 31.447238)
ALASKA,2020,45,,-,4,,44,,49,,,-,0,,,-,,-,ALASKA,,20204558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,45,,-,3,,13,,19,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204530,POINT (-77.016275 38.904785)
WASHINGTON,2020,45,,-,10,,130,,189,,,-,4,,5,,,-,WASHINGTON,,20204562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,45,3,,9,,174,,257,,,-,1,,4,,6,,,NEW ENGLAND,20204502,
RHODE ISLAND,2020,45,,-,2,,7,,13,,,-,0,,,-,,-,RHODE ISLAND,,20204507,POINT (-71.534637 41.572574)
OREGON,2020,45,1,,5,,57,,55,,,-,1,,1,,1,,OREGON,,20204561,POINT (-120.605279 43.940449)
DELAWARE,2020,45,,-,1,,8,,16,,,-,1,,1,,,-,DELAWARE,,20204529,POINT (-75.452394 38.994926)
ALABAMA,2020,45,2,,6,,64,,73,,,-,1,,1,,4,,ALABAMA,,20204539,POINT (-86.844516 32.756889)
KANSAS,2020,45,,-,5,,,-,33,,,-,1,,5,,10,,KANSAS,,20204522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,45,,-,29,,123,,109,,,-,0,,,-,3,,NORTH CAROLINA,,20204534,POINT (-79.130883 35.52603)
GUAM,2020,45,2,,4,,48,,66,,,-,0,,,-,,-,GUAM,,20204566,POINT (144.653198 13.3532)
NEW JERSEY,2020,45,3,,38,,122,,289,,,-,1,,1,,2,,NEW JERSEY,,20204510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,45,,-,3,,22,,35,,,-,1,,1,,2,,NEW MEXICO,,20204554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,45,1,,62,,354,,647,,,-,1,,3,,4,,,EAST NORTH CENTRAL,20204514,
TENNESSEE,2020,45,1,,6,,106,,109,,,-,2,,,-,6,,TENNESSEE,,20204542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,45,,-,4,,45,,59,,,-,0,,,-,,-,CONNECTICUT,,20204503,POINT (-72.738288 41.575155)
MARYLAND,2020,45,,-,15,,107,,155,,,-,0,,,-,2,,MARYLAND,,20204533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,45,,-,11,,49,,54,,,-,0,,,-,,-,SOUTH CAROLINA,,20204535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,45,,-,5,,54,,59,,,-,5,,1,,15,,OKLAHOMA,,20204546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,45,,-,3,,12,,46,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204565,POINT (145.725693 15.1834)
OHIO,2020,45,,-,19,,89,,122,,,-,0,,,-,,-,OHIO,,20204518,POINT (-82.70936 40.415534)
MINNESOTA,2020,45,,-,27,,80,,112,,,-,0,,,-,1,,MINNESOTA,,20204523,POINT (-94.198308 46.349153)
LOUISIANA,2020,45,3,,7,,80,,68,,,-,0,,,-,,-,LOUISIANA,,20204545,POINT (-91.840238 30.921314)
HAWAII,2020,45,,-,5,,71,,83,,,-,0,,,-,,-,HAWAII,,20204560,POINT (-157.854309 21.361013)
PENNSYLVANIA,2020,45,2,,9,,123,,165,,,-,1,,,-,1,,PENNSYLVANIA,,20204513,POINT (-77.838886 40.896694)
UTAH,2020,45,,-,3,,21,,23,,,-,0,,,-,,-,UTAH,,20204555,POINT (-111.678222 39.323779)
COLORADO,2020,45,,-,6,,26,,50,,,-,0,,,-,6,,COLORADO,,20204550,POINT (-105.547832 38.998552)
VERMONT,2020,45,,-,1,,1,,3,,,-,0,,,-,,-,VERMONT,,20204508,POINT (-72.662695 44.075252)
KENTUCKY,2020,45,2,,7,,53,,62,,,-,2,,4,,10,,KENTUCKY,,20204540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,45,,-,4,,23,,32,,,-,0,,,-,,-,PUERTO RICO,,20204567,POINT (-66.414655 18.215692)
MAINE,2020,45,1,,3,,15,,16,,,-,0,,,-,1,,MAINE,,20204504,POINT (-69.06137 45.117911)
VIRGINIA,2020,45,8,,28,,123,,132,,,-,1,,1,,4,,VIRGINIA,,20204536,POINT (-78.666382 37.510861)
ARIZONA,2020,45,,-,6,,,-,158,,,-,1,,1,,3,,ARIZONA,,20204549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,45,,-,0,,,-,1,,,-,0,,,-,,-,,AMERICAN SAMOA,20204564,
WISCONSIN,2020,45,,-,3,,27,,46,,,-,1,,1,,3,,WISCONSIN,,20204519,POINT (-89.732969 44.639954)
IDAHO,2020,45,,-,2,,9,,6,,,-,0,,,-,,-,IDAHO,,20204551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,45,,-,1,,2,,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20204568,POINT (-64.840836 18.060868)
MICHIGAN,2020,45,,-,5,,,-,113,,,-,0,,,-,1,,MICHIGAN,,20204517,POINT (-85.730977 44.874798)
GEORGIA,2020,45,,-,26,,147,,230,,,-,1,,,-,,-,GEORGIA,,20204532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,45,7,,18,,362,,449,,,-,0,,,-,,-,,NEW YORK CITY,20204512,
ARKANSAS,2020,45,,-,4,,44,,57,,,-,2,,8,,88,,ARKANSAS,,20204544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,45,,-,3,,24,,54,,,-,0,,,-,1,,MISSISSIPPI,,20204541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,45,1,,2,,15,,16,,,-,1,,,-,16,,SOUTH DAKOTA,,20204527,POINT (-100.230491 44.43614)
WYOMING,2020,45,,-,0,,,-,1,,,-,1,,2,,1,,WYOMING,,20204556,POINT (-107.55145 42.999627)
MISSOURI,2020,45,,-,4,,49,,47,,,-,2,,18,,24,,MISSOURI,,20204524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,45,17,,62,,742,,1053,,,-,1,,2,,6,,,MIDDLE ATLANTIC,20204509,
CALIFORNIA,2020,45,,-,72,,1095,,1758,,,-,1,,1,,4,,CALIFORNIA,,20204559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,45,,-,1,,8,,10,,,-,0,,,-,,-,WEST VIRGINIA,,20204537,POINT (-80.613729 38.642579)
FLORIDA,2020,45,,-,14,,323,,485,,,-,0,,,-,,-,FLORIDA,,20204531,POINT (-82.420978 28.260731)
MONTANA,2020,45,,-,0,,,-,2,,,-,1,,1,,2,,MONTANA,,20204552,POINT (-109.645127 47.033521)
TOTAL,2020,40,51,,294,,4479,,6663,,,-,11,,59,,226,,,TOTAL,20204070,
US RESIDENTS,2020,40,50,,291,,4399,,6538,,,-,11,,59,,226,,,US RESIDENTS,20204001,
NEW HAMPSHIRE,2020,40,,-,2,,7,,6,,,-,0,,,-,1,,NEW HAMPSHIRE,,20204006,POINT (-71.57139 43.680429)
NEW YORK,2020,40,3,,15,,119,,135,,,-,1,,1,,,-,NEW YORK,,20204011,POINT (-75.59655 42.921241)
PACIFIC,2020,40,5,,78,,1273,,1885,,,-,4,,5,,5,,,PACIFIC,20204057,
WEST SOUTH CENTRAL,2020,40,7,,42,,692,,1048,,,-,7,,8,,97,,,WEST SOUTH CENTRAL,20204043,
NEBRASKA,2020,40,,-,2,,19,,12,,,-,1,,4,,16,,NEBRASKA,,20204025,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,40,8,,14,,216,,261,,,-,3,,4,,18,,,EAST SOUTH CENTRAL,20204038,
NORTH DAKOTA,2020,40,,-,2,,9,,13,,,-,2,,2,,5,,NORTH DAKOTA,,20204026,POINT (-100.46931 47.446305)
NEVADA,2020,40,,-,4,,36,,43,,,-,0,,,-,,-,NEVADA,,20204053,POINT (-114.916992 39.283294)
ILLINOIS,2020,40,,-,54,,140,,260,,,-,1,,1,,,-,ILLINOIS,,20204015,POINT (-89.148632 40.124144)
IOWA,2020,40,,-,3,,30,,36,,,-,1,,1,,2,,IOWA,,20204021,POINT (-93.500061 42.074659)
TEXAS,2020,40,2,,32,,534,,883,,,-,0,,,-,,-,TEXAS,,20204047,POINT (-99.317341 31.447238)
ALASKA,2020,40,,-,6,,42,,37,,,-,0,,,-,,-,ALASKA,,20204058,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,40,,-,3,,13,,17,,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20204030,POINT (-77.016275 38.904785)
WASHINGTON,2020,40,,-,10,,110,,174,,,-,4,,3,,,-,WASHINGTON,,20204062,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,40,3,,9,,141,,226,,,-,1,,4,,5,,,NEW ENGLAND,20204002,
RHODE ISLAND,2020,40,,-,2,,7,,10,,,-,0,,,-,,-,RHODE ISLAND,,20204007,POINT (-71.534637 41.572574)
OREGON,2020,40,1,,5,,50,,51,,,-,1,,1,,1,,OREGON,,20204061,POINT (-120.605279 43.940449)
GUAM,2020,40,,-,4,,44,,56,,,-,0,,,-,,-,GUAM,,20204066,POINT (144.653198 13.3532)
WEST NORTH CENTRAL,2020,45,1,,33,,202,,282,,,-,3,,31,,77,,,WEST NORTH CENTRAL,20204520,
MASSACHUSETTS,2020,45,2,,7,,99,,159,,,-,1,,4,,4,,MASSACHUSETTS,,20204505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,45,,-,12,,130,,323,,,-,1,,5,,14,,,MOUNTAIN,20204548,
INDIANA,2020,45,1,,5,,78,,94,,,-,1,,1,,,-,INDIANA,,20204516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,45,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20204569,
US TERRITORIES,2020,45,2,,6,,85,,145,,,-,0,,,-,,-,,US TERRITORIES,20204563,
DELAWARE,2020,40,,-,1,,7,,15,,,-,1,,1,,,-,DELAWARE,,20204029,POINT (-75.452394 38.994926)
ALABAMA,2020,40,5,,6,,50,,67,,,-,0,,,-,4,,ALABAMA,,20204039,POINT (-86.844516 32.756889)
KANSAS,2020,40,,-,8,,,-,25,,,-,1,,3,,10,,KANSAS,,20204022,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,40,5,,29,,112,,89,,,-,0,,,-,3,,NORTH CAROLINA,,20204034,POINT (-79.130883 35.52603)
NEW JERSEY,2020,40,3,,38,,112,,244,,,-,1,,1,,2,,NEW JERSEY,,20204010,POINT (-74.655514 40.110253)
NEW MEXICO,2020,40,,-,3,,18,,33,,,-,1,,1,,2,,NEW MEXICO,,20204054,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,40,2,,62,,327,,587,,,-,1,,3,,4,,,EAST NORTH CENTRAL,20204014,
TENNESSEE,2020,40,2,,6,,94,,91,,,-,2,,,-,5,,TENNESSEE,,20204042,POINT (-86.343226 35.842998)
CONNECTICUT,2020,40,,-,4,,39,,51,,,-,0,,,-,,-,CONNECTICUT,,20204003,POINT (-72.738288 41.575155)
MARYLAND,2020,40,3,,15,,100,,132,,,-,1,,,-,1,,MARYLAND,,20204033,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,40,,-,11,,34,,50,,,-,0,,,-,,-,SOUTH CAROLINA,,20204035,POINT (-80.864614 33.878572)
OKLAHOMA,2020,40,5,,4,,49,,52,,,-,5,,1,,15,,OKLAHOMA,,20204046,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,40,,-,3,,12,,41,,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20204065,POINT (145.725693 15.1834)
OHIO,2020,40,,-,19,,88,,107,,,-,0,,,-,,-,OHIO,,20204018,POINT (-82.70936 40.415534)
MINNESOTA,2020,40,,-,27,,73,,101,,,-,0,,,-,1,,MINNESOTA,,20204023,POINT (-94.198308 46.349153)
LOUISIANA,2020,40,,-,7,,67,,60,,,-,0,,,-,,-,LOUISIANA,,20204045,POINT (-91.840238 30.921314)
HAWAII,2020,40,,-,5,,66,,78,,,-,0,,,-,,-,HAWAII,,20204060,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,40,11,,90,,808,,1079,,,-,1,,2,,8,,,SOUTH ATLANTIC,20204028,
